species,TreeID,census,e,Cluster,S_t,n,N_t,E_t,dn,de,dN/S,dE/S
511,140096,1,2.25,3,55,3,227,16311.395625,-3,-2.25,0.21818181818181817,18.470190656565716
511,466266,7,2.5600000000000005,3,61,6,183,11404.578802777778,-3,1.4399999999999995,-0.2459016393442623,32.3399148907104
511,466279,7,4.41,3,61,6,183,11404.578802777778,-3,3.59,-0.2459016393442623,32.3399148907104
511,466287,7,1.6900000000000002,3,61,6,183,11404.578802777778,-6,-1.6900000000000002,-0.2459016393442623,32.3399148907104
511,466288,7,2.25,3,61,6,183,11404.578802777778,-6,-2.25,-0.2459016393442623,32.3399148907104
511,466289,7,4.41,3,61,6,183,11404.578802777778,-6,-4.41,-0.2459016393442623,32.3399148907104
511,466312,7,11.559999999999999,3,61,6,183,11404.578802777778,-3,1.4400000000000013,-0.2459016393442623,32.3399148907104
520,139996,1,6.25,3,55,1,227,16311.395625,0,-0.25,0.21818181818181817,18.470190656565716
520,139996,2,6.25,3,54,1,239,17327.256111111114,0,1.75,-0.5370370370370371,-22.93919238683133
520,139996,3,8.41,3,52,1,210,16088.539722222222,0,-1.4100000000000001,-0.25,-3.3830288461538376
530,140010,1,39.69,2,55,1,227,16311.395625,1,-21.689999999999998,0.21818181818181817,18.470190656565716
530,140010,2,18.0625,2,54,2,239,17327.256111111114,-2,-18.0625,-0.5370370370370371,-22.93919238683133
530,250180,2,1.0,2,54,2,239,17327.256111111114,-1,0.0,-0.5370370370370371,-22.93919238683133
530,250180,3,1.44,2,52,1,210,16088.539722222222,0,-0.43999999999999995,-0.25,-3.3830288461538376
530,250180,4,1.6900000000000002,2,49,1,197,15912.622222222222,0,-0.6900000000000002,-0.42857142857142855,21.180385487528355
